PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\007-30-2026\400c-100h-ch4.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/30/2026 12:18:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;Sig:_MCD;Sig:_MCD_CH4;Sig:_MCD_CO2;Sig:_MCD_N2;Sig:_MCD_O2
933,12;1785407649,518;07/30/2026_12:34:09.518;1;3;2,94×10^-05;5,59×10^-06;1,02×10^-12;8,42×10^-13;2,05×10^-10;9,24×10^-12;8,01×10^-11;4,37×10^-12;1,62×10^-11;5,69×10^-14;1,30×10^-09;8,88×10^-12;2,88×10^-10;6,26×10^-12;8,89×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5757338725;0,4512452296;78,26100678;20,71201412
934,987;1785407651,385;07/30/2026_12:34:11.385;1;3;2,95×10^-05;5,63×10^-06;1,01×10^-12;8,35×10^-13;2,04×10^-10;9,24×10^-12;7,98×10^-11;4,34×10^-12;1,63×10^-11;5,29×10^-14;1,30×10^-09;8,93×10^-12;2,90×10^-10;6,18×10^-12;1,07×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5754721966;0,4455059676;78,1281041;20,85091774
936,853;1785407653,251;07/30/2026_12:34:13.251;1;3;2,95×10^-05;5,62×10^-06;1,10×10^-12;8,79×10^-13;2,05×10^-10;9,21×10^-12;8,01×10^-11;4,41×10^-12;1,63×10^-11;7,36×10^-14;1,30×10^-09;8,91×10^-12;2,89×10^-10;6,24×10^-12;9,69×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5730156848;0,449552958;78,17243168;20,80499968
938,719;1785407655,117;07/30/2026_12:34:15.117;1;3;2,95×10^-05;5,66×10^-06;1,04×10^-12;8,72×10^-13;2,05×10^-10;9,23×10^-12;8,01×10^-11;4,34×10^-12;1,63×10^-11;2,12×10^-14;1,30×10^-09;8,91×10^-12;2,89×10^-10;6,18×10^-12;1,09×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5735801053;0,4448453482;78,21435441;20,76722013
940,586;1785407656,984;07/30/2026_12:34:16.984;1;3;2,96×10^-05;5,61×10^-06;1,05×10^-12;8,59×10^-13;2,05×10^-10;9,25×10^-12;7,99×10^-11;4,37×10^-12;1,63×10^-11;2,94×10^-14;1,30×10^-09;8,89×10^-12;2,89×10^-10;6,26×10^-12;8,07×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5751720309;0,4504871405;78,19368686;20,78065397
942,452;1785407658,85;07/30/2026_12:34:18.850;1;3;2,95×10^-05;5,59×10^-06;9,68×10^-13;8,53×10^-13;2,05×10^-10;9,17×10^-12;7,97×10^-11;4,35×10^-12;1,63×10^-11;2,13×10^-14;1,29×10^-09;8,94×10^-12;2,88×10^-10;6,18×10^-12;9,97×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5740306198;0,4478651779;78,12989981;20,8482044
944,319;1785407660,717;07/30/2026_12:34:20.717;1;3;2,95×10^-05;5,62×10^-06;9,81×10^-13;8,19×10^-13;2,05×10^-10;9,12×10^-12;7,99×10^-11;4,30×10^-12;1,64×10^-11;5,00×10^-15;1,30×10^-09;8,90×10^-12;2,90×10^-10;6,42×10^-12;5,44×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5663308982;0,4609645331;78,17425871;20,79844586
946,185;1785407662,583;07/30/2026_12:34:22.583;1;3;2,96×10^-05;5,53×10^-06;9,94×10^-13;8,62×10^-13;2,06×10^-10;9,21×10^-12;8,00×10^-11;4,38×10^-12;1,65×10^-11;5,00×10^-15;1,31×10^-09;8,96×10^-12;2,90×10^-10;6,29×10^-12;4,11×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5698106973;0,4502792796;78,2355973;20,74431273
948,051;1785407664,449;07/30/2026_12:34:24.449;1;3;2,95×10^-05;5,63×10^-06;9,93×10^-13;8,04×10^-13;2,05×10^-10;9,13×10^-12;7,98×10^-11;4,38×10^-12;1,64×10^-11;5,00×10^-15;1,30×10^-09;8,94×10^-12;2,89×10^-10;6,29×10^-12;1,75×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5685646378;0,4533075334;78,19483682;20,78329101
949,918;1785407666,316;07/30/2026_12:34:26.316;1;3;2,95×10^-05;5,56×10^-06;1,00×10^-12;8,84×10^-13;2,06×10^-10;9,24×10^-12;8,08×10^-11;4,42×10^-12;1,63×10^-11;2,37×10^-14;1,30×10^-09;8,90×10^-12;2,89×10^-10;6,38×10^-12;1,16×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5755873941;0,4601533958;78,11854767;20,84571154
951,784;1785407668,182;07/30/2026_12:34:28.182;1;3;2,96×10^-05;5,60×10^-06;1,05×10^-12;8,39×10^-13;2,07×10^-10;9,21×10^-12;8,04×10^-11;4,47×10^-12;1,67×10^-11;5,00×10^-15;1,31×10^-09;9,03×10^-12;2,92×10^-10;6,36×10^-12;8,65×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5671462647;0,4531048735;78,21292189;20,76682697
953,651;1785407670,049;07/30/2026_12:34:30.049;1;3;2,95×10^-05;5,66×10^-06;1,01×10^-12;8,27×10^-13;2,07×10^-10;9,05×10^-12;7,99×10^-11;4,39×10^-12;1,66×10^-11;5,00×10^-15;1,30×10^-09;9,00×10^-12;2,93×10^-10;6,37×10^-12;9,06×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5606299006;0,4564223423;78,03809586;20,9448519
955,517;1785407671,915;07/30/2026_12:34:31.915;1;3;2,96×10^-05;5,64×10^-06;9,32×10^-13;7,97×10^-13;2,06×10^-10;9,12×10^-12;8,00×10^-11;4,39×10^-12;1,65×10^-11;5,00×10^-15;1,30×10^-09;8,90×10^-12;2,89×10^-10;6,38×10^-12;9,43×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5681269245;0,4595045053;78,17763287;20,7947357
957,383;1785407673,781;07/30/2026_12:34:33.781;1;3;2,95×10^-05;5,65×10^-06;9,86×10^-13;8,74×10^-13;2,05×10^-10;9,13×10^-12;8,01×10^-11;4,38×10^-12;1,65×10^-11;5,00×10^-15;1,31×10^-09;9,11×10^-12;2,90×10^-10;6,39×10^-12;8,38×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5659436909;0,4582937428;78,18358741;20,79217516
959,25;1785407675,648;07/30/2026_12:34:35.648;1;3;2,94×10^-05;5,63×10^-06;1,00×10^-12;8,81×10^-13;2,07×10^-10;9,15×10^-12;8,04×10^-11;4,49×10^-12;1,67×10^-11;5,00×10^-15;1,31×10^-09;9,05×10^-12;2,91×10^-10;6,38×10^-12;7,08×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5668924019;0,4569894359;78,14033682;20,83578135
961,116;1785407677,514;07/30/2026_12:34:37.514;1;3;2,95×10^-05;5,66×10^-06;9,46×10^-13;8,10×10^-13;2,06×10^-10;9,12×10^-12;8,00×10^-11;4,48×10^-12;1,67×10^-11;5,00×10^-15;1,31×10^-09;9,01×10^-12;2,90×10^-10;6,36×10^-12;4,39×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5651746077;0,4561074929;78,19738666;20,78133124
962,983;1785407679,381;07/30/2026_12:34:39.381;1;3;2,95×10^-05;5,62×10^-06;9,93×10^-13;7,88×10^-13;2,05×10^-10;9,24×10^-12;7,97×10^-11;4,54×10^-12;1,68×10^-11;5,00×10^-15;1,30×10^-09;8,89×10^-12;2,90×10^-10;6,38×10^-12;8,63×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5737239425;0,4589145929;78,15042815;20,81693332
964,849;1785407681,247;07/30/2026_12:34:41.247;1;3;2,95×10^-05;5,60×10^-06;9,38×10^-13;7,72×10^-13;2,05×10^-10;8,87×10^-12;7,96×10^-11;4,50×10^-12;1,66×10^-11;5,00×10^-15;1,30×10^-09;8,83×10^-12;2,89×10^-10;6,34×10^-12;8,06×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5525677232;0,4569591726;78,23025801;20,76021509
966,715;1785407683,113;07/30/2026_12:34:43.113;1;3;2,95×10^-05;5,66×10^-06;9,19×10^-13;7,73×10^-13;2,06×10^-10;9,27×10^-12;7,93×10^-11;4,43×10^-12;1,66×10^-11;5,00×10^-15;1,30×10^-09;8,78×10^-12;2,88×10^-10;6,35×10^-12;6,40×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5782530902;0,4586354488;78,20295714;20,76015432
968,582;1785407684,98;07/30/2026_12:34:44.980;1;3;2,95×10^-05;5,61×10^-06;9,13×10^-13;7,60×10^-13;2,04×10^-10;8,91×10^-12;7,92×10^-11;4,44×10^-12;1,66×10^-11;5,00×10^-15;1,29×10^-09;8,78×10^-12;2,89×10^-10;6,41×10^-12;7,65×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5575726527;0,4644214852;78,11704695;20,86095891
970,448;1785407686,846;07/30/2026_12:34:46.846;1;3;2,95×10^-05;5,59×10^-06;9,07×10^-13;8,24×10^-13;2,05×10^-10;8,87×10^-12;7,93×10^-11;4,48×10^-12;1,68×10^-11;5,00×10^-15;1,30×10^-09;8,83×10^-12;2,89×10^-10;6,41×10^-12;4,47×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5520210906;0,4618474161;78,19641686;20,78971463
972,315;1785407688,713;07/30/2026_12:34:48.713;1;3;2,95×10^-05;5,62×10^-06;9,30×10^-13;7,62×10^-13;2,05×10^-10;8,98×10^-12;7,94×10^-11;4,50×10^-12;1,67×10^-11;5,00×10^-15;1,30×10^-09;8,82×10^-12;2,89×10^-10;6,50×10^-12;9,05×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,560134466;0,4691992208;78,16474916;20,80591716
974,181;1785407690,579;07/30/2026_12:34:50.579;1;3;2,94×10^-05;5,54×10^-06;9,58×10^-13;7,64×10^-13;2,06×10^-10;8,89×10^-12;7,98×10^-11;4,53×10^-12;1,68×10^-11;5,00×10^-15;1,30×10^-09;8,87×10^-12;2,87×10^-10;6,43×10^-12;6,55×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5542503739;0,4637517944;78,29694013;20,6850577
976,047;1785407692,445;07/30/2026_12:34:52.445;1;3;2,94×10^-05;5,65×10^-06;9,50×10^-13;7,46×10^-13;2,05×10^-10;8,85×10^-12;7,91×10^-11;4,47×10^-12;1,69×10^-11;5,00×10^-15;1,30×10^-09;9,03×10^-12;2,89×10^-10;6,44×10^-12;4,23×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5516341742;0,4645009576;78,15665381;20,82721106
977,914;1785407694,312;07/30/2026_12:34:54.312;1;3;2,94×10^-05;5,55×10^-06;8,91×10^-13;7,53×10^-13;2,05×10^-10;8,86×10^-12;7,95×10^-11;4,52×10^-12;1,69×10^-11;3,77×10^-14;1,30×10^-09;9,07×10^-12;2,89×10^-10;6,45×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5512307833;0,4635851272;78,24274366;20,74244043
979,78;1785407696,178;07/30/2026_12:34:56.178;1;3;2,94×10^-05;5,60×10^-06;8,70×10^-13;7,20×10^-13;2,04×10^-10;8,77×10^-12;7,95×10^-11;4,55×10^-12;1,69×10^-11;5,00×10^-15;1,30×10^-09;8,80×10^-12;2,90×10^-10;6,48×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5464155274;0,4666413985;78,09698176;20,88996131
981,647;1785407698,045;07/30/2026_12:34:58.045;1;3;2,95×10^-05;5,61×10^-06;8,05×10^-13;7,38×10^-13;2,05×10^-10;8,75×10^-12;8,01×10^-11;4,58×10^-12;1,70×10^-11;5,00×10^-15;1,31×10^-09;8,79×10^-12;2,90×10^-10;6,56×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5416094072;0,4693204471;78,26009093;20,72897922
983,513;1785407699,911;07/30/2026_12:34:59.911;1;3;2,95×10^-05;5,58×10^-06;8,74×10^-13;7,36×10^-13;2,06×10^-10;8,78×10^-12;7,98×10^-11;4,59×10^-12;1,71×10^-11;5,00×10^-15;1,30×10^-09;8,85×10^-12;2,89×10^-10;6,50×10^-12;4,20×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,54592984;0,4671384113;78,2500886;20,73684315
985,379;1785407701,777;07/30/2026_12:35:01.777;1;3;2,94×10^-05;5,67×10^-06;9,11×10^-13;7,72×10^-13;2,06×10^-10;8,81×10^-12;7,93×10^-11;4,55×10^-12;1,70×10^-11;5,00×10^-15;1,30×10^-09;8,76×10^-12;2,89×10^-10;6,50×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5484092216;0,4680615435;78,22592587;20,75760336
987,246;1785407703,644;07/30/2026_12:35:03.644;1;3;2,96×10^-05;5,67×10^-06;8,93×10^-13;7,00×10^-13;2,05×10^-10;8,73×10^-12;7,90×10^-11;4,61×10^-12;1,70×10^-11;5,00×10^-15;1,30×10^-09;8,85×10^-12;2,89×10^-10;6,54×10^-12;5,28×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5446664382;0,4724140283;78,17359099;20,80932855
989,112;1785407705,51;07/30/2026_12:35:05.510;1;3;2,94×10^-05;5,61×10^-06;9,05×10^-13;7,12×10^-13;2,05×10^-10;8,81×10^-12;7,93×10^-11;4,61×10^-12;1,71×10^-11;5,00×10^-15;1,30×10^-09;8,76×10^-12;2,88×10^-10;6,56×10^-12;4,02×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5490132318;0,4726345487;78,24728398;20,73106824
990,979;1785407707,377;07/30/2026_12:35:07.377;1;3;2,95×10^-05;5,58×10^-06;9,79×10^-13;6,97×10^-13;2,06×10^-10;8,89×10^-12;7,96×10^-11;4,62×10^-12;1,71×10^-11;5,00×10^-15;1,30×10^-09;8,73×10^-12;2,89×10^-10;6,55×10^-12;7,01×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5523526616;0,4706398805;78,2264206;20,75058685
992,845;1785407709,243;07/30/2026_12:35:09.243;1;3;2,95×10^-05;5,62×10^-06;8,72×10^-13;6,91×10^-13;2,06×10^-10;8,77×10^-12;7,98×10^-11;4,61×10^-12;1,72×10^-11;5,00×10^-15;1,30×10^-09;8,79×10^-12;2,90×10^-10;6,62×10^-12;4,87×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5439892902;0,4751295426;78,21107199;20,76980917
994,711;1785407711,109;07/30/2026_12:35:11.109;1;3;2,95×10^-05;5,63×10^-06;9,29×10^-13;7,51×10^-13;2,05×10^-10;8,68×10^-12;7,91×10^-11;4,59×10^-12;1,71×10^-11;5,00×10^-15;1,31×10^-09;8,81×10^-12;2,90×10^-10;6,60×10^-12;5,01×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,538749832;0,4737480384;78,24895982;20,73854231
996,578;1785407712,976;07/30/2026_12:35:12.976;1;3;2,96×10^-05;5,63×10^-06;8,93×10^-13;7,30×10^-13;2,07×10^-10;8,75×10^-12;7,97×10^-11;4,60×10^-12;1,73×10^-11;5,00×10^-15;1,31×10^-09;8,83×10^-12;2,89×10^-10;6,59×10^-12;5,62×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5419347899;0,4721147896;78,34056752;20,6453829
998,444;1785407714,842;07/30/2026_12:35:14.842;1;3;2,96×10^-05;5,67×10^-06;9,15×10^-13;7,53×10^-13;2,07×10^-10;8,78×10^-12;7,95×10^-11;4,66×10^-12;1,73×10^-11;2,25×10^-14;1,30×10^-09;9,03×10^-12;2,89×10^-10;6,56×10^-12;6,18×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5456349137;0,4711868474;78,22168523;20,76149301
1000,311;1785407716,709;07/30/2026_12:35:16.709;1;3;2,96×10^-05;5,60×10^-06;9,14×10^-13;7,05×10^-13;2,05×10^-10;8,84×10^-12;7,95×10^-11;4,66×10^-12;1,73×10^-11;1,12×10^-14;1,31×10^-09;8,81×10^-12;2,89×10^-10;6,60×10^-12;6,77×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5474343196;0,4725426312;78,324183;20,65584005
1002,177;1785407718,575;07/30/2026_12:35:18.575;1;3;2,96×10^-05;5,60×10^-06;8,77×10^-13;7,09×10^-13;2,06×10^-10;8,66×10^-12;7,92×10^-11;4,64×10^-12;1,72×10^-11;6,54×10^-14;1,30×10^-09;8,79×10^-12;2,90×10^-10;6,61×10^-12;5,77×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5376226282;0,4746061588;78,21099004;20,77678117
1004,043;1785407720,441;07/30/2026_12:35:20.441;1;3;2,95×10^-05;5,66×10^-06;9,04×10^-13;7,60×10^-13;2,06×10^-10;8,66×10^-12;7,97×10^-11;4,66×10^-12;1,75×10^-11;5,00×10^-15;1,30×10^-09;8,76×10^-12;2,89×10^-10;6,62×10^-12;4,61×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5383990096;0,4759058132;78,24063464;20,74506053
1005,91;1785407722,308;07/30/2026_12:35:22.308;1;3;2,95×10^-05;5,58×10^-06;8,75×10^-13;6,74×10^-13;2,06×10^-10;8,69×10^-12;7,91×10^-11;4,72×10^-12;1,74×10^-11;4,53×10^-14;1,30×10^-09;8,83×10^-12;2,88×10^-10;6,62×10^-12;2,71×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5413880998;0,4766433152;78,26064695;20,72132164
1007,776;1785407724,174;07/30/2026_12:35:24.174;1;3;2,95×10^-05;5,67×10^-06;9,00×10^-13;7,12×10^-13;2,05×10^-10;8,62×10^-12;7,89×10^-11;4,85×10^-12;1,74×10^-11;4,57×10^-14;1,30×10^-09;8,89×10^-12;2,87×10^-10;6,62×10^-12;4,33×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5378224741;0,4779246678;78,27965182;20,70460104
1009,643;1785407726,041;07/30/2026_12:35:26.041;1;3;2,95×10^-05;5,69×10^-06;8,59×10^-13;6,85×10^-13;2,05×10^-10;8,65×10^-12;7,89×10^-11;4,72×10^-12;1,75×10^-11;7,81×10^-14;1,30×10^-09;8,83×10^-12;2,89×10^-10;6,68×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5368829334;0,4796183151;78,26520241;20,71829634
1011,509;1785407727,907;07/30/2026_12:35:27.907;1;3;2,95×10^-05;5,68×10^-06;8,87×10^-13;6,55×10^-13;2,06×10^-10;8,64×10^-12;7,95×10^-11;4,76×10^-12;1,76×10^-11;3,04×10^-14;1,30×10^-09;8,83×10^-12;2,89×10^-10;6,70×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5367493665;0,4812455861;78,26461938;20,71738567
1013,375;1785407729,773;07/30/2026_12:35:29.773;1;3;2,94×10^-05;5,64×10^-06;9,36×10^-13;6,55×10^-13;2,05×10^-10;8,50×10^-12;7,90×10^-11;4,79×10^-12;1,75×10^-11;7,41×10^-14;1,30×10^-09;8,81×10^-12;2,88×10^-10;6,72×10^-12;3,19×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5301263247;0,4847610795;78,25809325;20,72701935
1015,242;1785407731,64;07/30/2026_12:35:31.640;1;3;2,94×10^-05;5,62×10^-06;8,93×10^-13;6,92×10^-13;2,05×10^-10;8,59×10^-12;7,97×10^-11;4,82×10^-12;1,77×10^-11;8,02×10^-14;1,30×10^-09;8,88×10^-12;2,89×10^-10;6,70×10^-12;1,84×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5337720981;0,4817741053;78,23246314;20,75199066
1017,108;1785407733,506;07/30/2026_12:35:33.506;1;3;2,94×10^-05;5,61×10^-06;8,72×10^-13;6,85×10^-13;2,05×10^-10;8,57×10^-12;7,93×10^-11;4,78×10^-12;1,76×10^-11;5,24×10^-14;1,30×10^-09;8,86×10^-12;2,88×10^-10;6,64×10^-12;2,57×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5339998824;0,4788178657;78,25737635;20,7298059
1018,975;1785407735,373;07/30/2026_12:35:35.373;1;3;2,94×10^-05;5,53×10^-06;8,23×10^-13;6,47×10^-13;2,04×10^-10;8,48×10^-12;7,88×10^-11;4,74×10^-12;1,77×10^-11;5,97×10^-14;1,29×10^-09;8,94×10^-12;2,86×10^-10;6,65×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5314459513;0,4817247099;78,2729353;20,71389404
1020,841;1785407737,239;07/30/2026_12:35:37.239;1;3;2,94×10^-05;5,61×10^-06;9,55×10^-13;6,77×10^-13;2,05×10^-10;8,51×10^-12;7,92×10^-11;4,77×10^-12;1,76×10^-11;8,34×10^-14;1,30×10^-09;8,95×10^-12;2,88×10^-10;6,62×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5307728776;0,4769590873;78,25381686;20,73845117
1022,707;1785407739,105;07/30/2026_12:35:39.105;1;3;2,94×10^-05;5,58×10^-06;9,22×10^-13;6,79×10^-13;2,05×10^-10;8,54×10^-12;7,90×10^-11;4,83×10^-12;1,76×10^-11;1,25×10^-13;1,30×10^-09;8,84×10^-12;2,89×10^-10;6,76×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5319160191;0,4866683382;78,20856615;20,77284949
1024,574;1785407740,972;07/30/2026_12:35:40.972;1;3;2,94×10^-05;5,63×10^-06;9,16×10^-13;6,16×10^-13;2,05×10^-10;8,46×10^-12;7,90×10^-11;4,78×10^-12;1,78×10^-11;9,98×10^-14;1,30×10^-09;8,84×10^-12;2,87×10^-10;6,78×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5279303665;0,4890567281;78,26907929;20,71393362
1026,44;1785407742,838;07/30/2026_12:35:42.838;1;3;2,94×10^-05;5,60×10^-06;9,35×10^-13;6,72×10^-13;2,04×10^-10;8,47×10^-12;7,86×10^-11;4,87×10^-12;1,77×10^-11;9,91×10^-14;1,29×10^-09;9,06×10^-12;2,87×10^-10;6,74×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5295182656;0,4873207575;78,22106889;20,76209208
1028,307;1785407744,705;07/30/2026_12:35:44.705;1;3;2,94×10^-05;5,54×10^-06;9,57×10^-13;6,86×10^-13;2,05×10^-10;8,53×10^-12;7,90×10^-11;4,83×10^-12;1,76×10^-11;1,36×10^-13;1,30×10^-09;8,83×10^-12;2,86×10^-10;6,75×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,533047794;0,4878268438;78,32541832;20,65370705
1030,173;1785407746,571;07/30/2026_12:35:46.571;1;3;2,94×10^-05;5,64×10^-06;9,67×10^-13;6,70×10^-13;2,05×10^-10;8,44×10^-12;7,88×10^-11;4,78×10^-12;1,77×10^-11;1,80×10^-13;1,29×10^-09;9,18×10^-12;2,89×10^-10;6,80×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5272715307;0,491100416;78,13848611;20,84314194
1032,039;1785407748,437;07/30/2026_12:35:48.437;1;3;2,95×10^-05;5,63×10^-06;9,82×10^-13;6,84×10^-13;2,06×10^-10;8,55×10^-12;7,94×10^-11;4,83×10^-12;1,78×10^-11;1,68×10^-13;1,30×10^-09;9,05×10^-12;2,89×10^-10;6,81×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5312180354;0,4891556779;78,26373709;20,7158892
1033,906;1785407750,304;07/30/2026_12:35:50.304;1;3;2,95×10^-05;5,62×10^-06;9,63×10^-13;6,79×10^-13;2,05×10^-10;8,46×10^-12;7,92×10^-11;4,83×10^-12;1,78×10^-11;1,93×10^-13;1,30×10^-09;8,94×10^-12;2,89×10^-10;6,79×10^-12;4,49×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5262221571;0,4885122299;78,25255027;20,73271534
1035,772;1785407752,17;07/30/2026_12:35:52.170;1;3;2,94×10^-05;5,65×10^-06;9,90×10^-13;6,82×10^-13;2,05×10^-10;8,46×10^-12;7,89×10^-11;4,92×10^-12;1,79×10^-11;1,62×10^-13;1,31×10^-09;8,95×10^-12;2,88×10^-10;6,84×10^-12;2,55×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,525658443;0,4913551987;78,33599271;20,64699365
1037,639;1785407754,037;07/30/2026_12:35:54.037;1;3;2,94×10^-05;5,63×10^-06;9,89×10^-13;7,01×10^-13;2,05×10^-10;8,51×10^-12;7,94×10^-11;4,88×10^-12;1,78×10^-11;1,79×10^-13;1,29×10^-09;8,95×10^-12;2,87×10^-10;6,83×10^-12;4,47×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5319885847;0,493928561;78,20701119;20,76707167
